Date,Open
07/25/2017,"1,256.10"
07/24/2017,"1,256.00"
07/21/2017,"1,245.00"
07/20/2017,"1,242.10"
07/19/2017,"1,243.40"
07/18/2017,"1,235.50"
07/17/2017,"1,230.60"
07/14/2017,"1,218.40"
07/13/2017,"1,219.80"
07/12/2017,"1,218.70"
07/11/2017,"1,214.30"
07/10/2017,"1,212.60"
07/07/2017,"1,221.70"
07/06/2017,"1,228.00"
07/05/2017,"1,223.00"
07/04/2017,"1,220.10"
07/03/2017,"1,244.40"
06/30/2017,"1,245.00"
06/29/2017,"1,247.60"
06/28/2017,"1,247.30"
06/27/2017,"1,245.20"
06/26/2017,"1,258.10"
06/23/2017,"1,250.90"
06/22/2017,"1,246.40"
06/21/2017,"1,243.90"
06/20/2017,"1,245.40"
06/19/2017,"1,255.80"
06/16/2017,"1,255.60"
06/15/2017,"1,262.70"
06/14/2017,"1,268.40"
06/13/2017,"1,267.70"
06/12/2017,"1,269.70"
06/09/2017,"1,283.50"
06/08/2017,"1,289.50"
06/07/2017,"1,297.00"
06/06/2017,"1,282.50"
06/05/2017,"1,282.60"
06/02/2017,"1,268.00"
06/01/2017,"1,271.60"
05/31/2017,"1,265.70"
05/30/2017,"1,271.20"
05/29/2017,"1,271.20"
05/26/2017,"1,257.20"
05/25/2017,"1,260.30"
05/24/2017,"1,253.20"
05/23/2017,"1,263.30"
05/22/2017,"1,259.00"
05/19/2017,"1,248.60"
05/18/2017,"1,263.00"
05/17/2017,"1,238.40"
05/16/2017,"1,232.80"
05/15/2017,"1,230.00"
05/12/2017,"1,226.80"
05/11/2017,"1,220.10"
05/10/2017,"1,224.10"
05/09/2017,"1,228.90"
05/08/2017,"1,224.20"
05/05/2017,"1,230.40"
05/04/2017,"1,240.20"
05/03/2017,"1,254.50"
05/02/2017,"1,258.50"
05/01/2017,"1,266.40"
04/28/2017,"1,267.90"
04/27/2017,"1,267.60"
04/26/2017,"1,265.50"
04/25/2017,"1,277.90"
04/24/2017,"1,280.00"
04/21/2017,"1,283.30"
04/20/2017,"1,282.20"
04/19/2017,"1,291.70"
04/18/2017,"1,286.70"
04/17/2017,"1,292.40"
04/13/2017,"1,288.30"
04/12/2017,"1,277.20"
04/11/2017,"1,256.80"
04/10/2017,"1,255.60"
04/07/2017,"1,253.90"
04/06/2017,"1,257.60"
04/05/2017,"1,258.20"
04/04/2017,"1,255.50"
04/03/2017,"1,251.90"
03/31/2017,"1,244.60"
03/30/2017,"1,256.10"
03/29/2017,"1,253.50"
03/28/2017,"1,255.30"
03/27/2017,"1,251.70"
03/24/2017,"1,247.60"
03/23/2017,"1,249.00"
03/22/2017,"1,246.50"
03/21/2017,"1,235.90"
03/20/2017,"1,231.60"
03/17/2017,"1,227.00"
03/16/2017,"1,220.50"
03/15/2017,"1,199.50"
03/14/2017,"1,203.60"
